primaryLanguage,description,hasWikiEnabled,stargazerCount,pull_request_files,issue_files,nameWithOwner,owner,issue_files_to_str,pull_request_files_to_str
TypeScript,"Blazing fast, instant realtime GraphQL APIs on your DB with fine grained access control, also trigger webhooks on database events.",True,29700,['PULL_REQUEST_TEMPLATE.md'],"['01_bug_report.md', '02_feature_request.md']",hasura_graphql-engine,hasura,"01_bug_report.md,02_feature_request.md",PULL_REQUEST_TEMPLATE.md
JavaScript,A markdown parser and compiler. Built for speed.,False,29642,"['PULL_REQUEST_TEMPLATE.md', 'badges.md']","['Bug_report.md', 'Feature_request.md', 'Proposal.md']",markedjs_marked,markedjs,"Bug_report.md,Feature_request.md,Proposal.md","PULL_REQUEST_TEMPLATE.md,badges.md"
HTML,The most advanced responsive front-end framework in the world. Quickly create prototypes and production code for sites that work on any kind of device.,True,29460,['PULL_REQUEST_TEMPLATE.md'],"['1-bug-report.md', '2-feature-request.md', '3-documentation.md', '4-maintainance.md']",foundation_foundation-sites,foundation,"1-bug-report.md,2-feature-request.md,3-documentation.md,4-maintainance.md",PULL_REQUEST_TEMPLATE.md
Java,🚀一个用来深入学习并实战 Spring Boot 的项目。,True,29376,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",xkcoding_spring-boot-demo,xkcoding,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
JavaScript,":fire: A highly scalable, offline-first foundation with the best developer experience and a focus on performance and best practices.",False,29125,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",react-boilerplate_react-boilerplate,react-boilerplate,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
Python,中文分词 词性标注 命名实体识别 依存句法分析 成分句法分析 语义依存分析 语义角色标注 指代消解 风格转换 语义相似度 新词发现 关键词短语提取 自动摘要 文本分类聚类 拼音简繁转换 自然语言处理,True,28956,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",hankcs_HanLP,hankcs,"bug_report.md,feature_request.md",pull_request_template.md
C++,ClickHouse® is a free analytics DBMS for big data,True,28511,['PULL_REQUEST_TEMPLATE.md'],"['10_question.md', '20_feature-request.md', '30_unexpected-behaviour.md', '35_incomplete_implementation.md', '45_usability-issue.md', '50_build-issue.md', '60_documentation-issue.md', '70_performance-issue.md', '80_backward-compatibility.md', '85_bug-report.md', '90_fuzzing-report.md', '95_sanitizer-report.md', '96_installation-issues.md']",ClickHouse_ClickHouse,ClickHouse,"10_question.md,20_feature-request.md,30_unexpected-behaviour.md,35_incomplete_implementation.md,45_usability-issue.md,50_build-issue.md,60_documentation-issue.md,70_performance-issue.md,80_backward-compatibility.md,85_bug-report.md,90_fuzzing-report.md,95_sanitizer-report.md,96_installation-issues.md",PULL_REQUEST_TEMPLATE.md
JavaScript,"🌟 JavaScript Style Guide, with linter & automatic code fixer",False,28157,['PULL_REQUEST_TEMPLATE.md'],"['BUG_REPORT.md', 'FEATURE_REQUEST.md']",standard_standard,standard,"BUG_REPORT.md,FEATURE_REQUEST.md",PULL_REQUEST_TEMPLATE.md
Java,Apollo is a reliable configuration management system suitable for microservice configuration management scenarios.,True,28019,['PULL_REQUEST_TEMPLATE.md'],"['bug_report_en.md', 'bug_report_zh.md', 'feature_request_en.md', 'feature_request_zh.md']",apolloconfig_apollo,apolloconfig,"bug_report_en.md,bug_report_zh.md,feature_request_en.md,feature_request_zh.md",PULL_REQUEST_TEMPLATE.md
JavaScript,⚡️ Streaming torrent client for the web,False,27836,['PULL_REQUEST_TEMPLATE.md'],"['BUG_REPORT.md', 'FEATURE_REQUEST.md']",webtorrent_webtorrent,webtorrent,"BUG_REPORT.md,FEATURE_REQUEST.md",PULL_REQUEST_TEMPLATE.md
JavaScript,"Feature-rich ORM for modern Node.js and TypeScript, it supports PostgreSQL (with JSON and JSONB support), MySQL, MariaDB, SQLite, MS SQL Server, Snowflake, Oracle DB (v6), DB2 and DB2 for IBM i.",False,27826,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",sequelize_sequelize,sequelize,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
Java,快速、简洁、解决大文件内存溢出的java处理Excel工具,True,27661,['pull_request_template.md'],"['bug.md', 'question.md', 'suggest.md']",alibaba_easyexcel,alibaba,"bug.md,question.md,suggest.md",pull_request_template.md
Rust,Rust / Wasm framework for building client web apps,True,27411,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'documentation.md']",yewstack_yew,yewstack,"bug_report.md,documentation.md",PULL_REQUEST_TEMPLATE.md
JavaScript,"Fast and low overhead web framework, for Node.js",False,27217,['PULL_REQUEST_TEMPLATE.md'],['security.md'],fastify_fastify,fastify,security.md,PULL_REQUEST_TEMPLATE.md
Jinja,Set up a personal VPN in the cloud,False,27214,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",trailofbits_algo,trailofbits,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
C++,Windows Calculator: A simple yet powerful calculator that ships with Windows,False,27068,['pull_request_template.md'],"['bug_report.md', 'feature_request.md', 'localization_suggestion.md']",microsoft_calculator,microsoft,"bug_report.md,feature_request.md,localization_suggestion.md",pull_request_template.md
TypeScript,A completely customizable framework for building rich text editors. (Currently in beta.),False,26976,['PULL_REQUEST_TEMPLATE.md'],"['bug-core.md', 'bug-platform.md', 'request-feature.md', 'request-improvement.md']",ianstormtaylor_slate,ianstormtaylor,"bug-core.md,bug-platform.md,request-feature.md,request-improvement.md",PULL_REQUEST_TEMPLATE.md
JavaScript,"Automated auditing, performance metrics, and best practices for the web.",False,26466,['PULL_REQUEST_TEMPLATE.md'],"['Feature_request.md', 'Other.md']",GoogleChrome_lighthouse,GoogleChrome,"Feature_request.md,Other.md",PULL_REQUEST_TEMPLATE.md
TypeScript,"Simple, scalable state management.",True,26421,['PULL_REQUEST_TEMPLATE.md'],"['bug.md', 'documentation.md']",mobxjs_mobx,mobxjs,"bug.md,documentation.md",PULL_REQUEST_TEMPLATE.md
Go,Run Kubernetes locally,False,26378,['pull_request_template.md'],"['ar.md', 'es.md', 'fa.md', 'fr.md', 'id.md', 'ja.md', 'ku.md', 'pt-BR.md', 'zh-CN.md']",kubernetes_minikube,kubernetes,"ar.md,es.md,fa.md,fr.md,id.md,ja.md,ku.md,pt-BR.md,zh-CN.md",pull_request_template.md
Go,"Consul is a distributed, highly available, and data center aware solution to connect and configure applications across dynamic, distributed infrastructure.",False,26373,['pull_request_template.md'],"['bug_report.md', 'feature_request.md', 'ui_issues.md']",hashicorp_consul,hashicorp,"bug_report.md,feature_request.md,ui_issues.md",pull_request_template.md
Java,"an easy-to-use dynamic service discovery, configuration and service management platform for building cloud native applications.",True,26265,['PULL_REQUEST_TEMPLATE.md'],"['bug-report.md', 'feature_request.md', 'old-issue-template.md']",alibaba_nacos,alibaba,"bug-report.md,feature_request.md,old-issue-template.md",PULL_REQUEST_TEMPLATE.md
Python,💫 Industrial-strength Natural Language Processing (NLP) in Python,False,26043,['PULL_REQUEST_TEMPLATE.md'],"['01_bugs.md', '02_docs.md']",explosion_spaCy,explosion,"01_bugs.md,02_docs.md",PULL_REQUEST_TEMPLATE.md
Go,AI-Powered Photos App for the Decentralized Web 🌈💎✨,False,25827,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature-request.md', 'question.md']",photoprism_photoprism,photoprism,"bug_report.md,feature-request.md,question.md",PULL_REQUEST_TEMPLATE.md
JavaScript,⚙️ NGINX config generator on steroids 💉,False,25620,['PULL_REQUEST_TEMPLATE.md'],"['help.md', 'report-a-bug.md', 'request-a-feature.md']",digitalocean_nginxconfig.io,digitalocean,"help.md,report-a-bug.md,request-a-feature.md",PULL_REQUEST_TEMPLATE.md
Java,Spring Cloud Alibaba provides a one-stop solution for application development for the distributed solutions of Alibaba middleware.,True,25503,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md', 'question.md']",alibaba_spring-cloud-alibaba,alibaba,"bug_report.md,feature_request.md,question.md",PULL_REQUEST_TEMPLATE.md
Python,Web APIs for Django. 🎸,False,25478,['PULL_REQUEST_TEMPLATE.md'],['1-issue.md'],encode_django-rest-framework,encode,1-issue.md,PULL_REQUEST_TEMPLATE.md
Go,Making Docker and Kubernetes management easy.,False,25394,['PULL_REQUEST_TEMPLATE.md'],"['Bug_report.md', 'Custom.md', 'Feature_request.md']",portainer_portainer,portainer,"Bug_report.md,Custom.md,Feature_request.md",PULL_REQUEST_TEMPLATE.md
Go,"Scalable datastore for metrics, events, and real-time analytics",False,25390,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",influxdata_influxdb,influxdata,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
Rust,Lightning-fast and Powerful Code Editor written in Rust,True,25370,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",lapce_lapce,lapce,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
JavaScript,React components for efficiently rendering large lists and tabular data,True,24911,['PULL_REQUEST_TEMPLATE.md'],"['bug-report.md', 'feature-request.md', 'question.md']",bvaughn_react-virtualized,bvaughn,"bug-report.md,feature-request.md,question.md",PULL_REQUEST_TEMPLATE.md
Python,Python packaging and dependency management made easy,False,24910,['PULL_REQUEST_TEMPLATE.md'],"['---bug-report.md', '---documentation.md', '---feature-request.md']",python-poetry_poetry,python-poetry,"---bug-report.md,---documentation.md,---feature-request.md",PULL_REQUEST_TEMPLATE.md
Python,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",False,24723,['pull_request_template.md'],"['bugs.md', 'documentation.md', 'feature-request.md', 'unexpected-problems-bugs.md']",facebookresearch_detectron2,facebookresearch,"bugs.md,documentation.md,feature-request.md,unexpected-problems-bugs.md",pull_request_template.md
Python,"A Fast, Extensible Progress Bar for Python and CLI",True,24695,['pr.md'],"['bug.md', 'enhancement.md']",tqdm_tqdm,tqdm,"bug.md,enhancement.md",pr.md
Rust,A new type of shell,True,24514,['pull_request_template.md'],['standard-library-bug-or-feature-report.md'],nushell_nushell,nushell,standard-library-bug-or-feature-report.md,pull_request_template.md
Python,Streamlit — A faster way to build and share data apps.,True,24467,['pull_request_template.md'],['feature_request.md'],streamlit_streamlit,streamlit,feature_request.md,pull_request_template.md
JavaScript,A list of semi to fully remote-friendly companies (jobs) in tech.,True,24427,['PULL_REQUEST_TEMPLATE.MD'],"['bug_report.md', 'feature-request--add-a-discussion-.md']",remoteintech_remote-jobs,remoteintech,"bug_report.md,feature-request--add-a-discussion-.md",PULL_REQUEST_TEMPLATE.MD
Python,OpenMMLab Detection Toolbox and Benchmark,True,24048,['pull_request_template.md'],"['error-report.md', 'feature_request.md', 'general_questions.md', 'reimplementation_questions.md']",open-mmlab_mmdetection,open-mmlab,"error-report.md,feature_request.md,general_questions.md,reimplementation_questions.md",pull_request_template.md
Go,"The fastest HTTP/2 Go Web Framework. New, modern and easy to learn. Fast development with Code you control. Unbeatable cost-performance ratio :rocket:",False,23922,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'custom.md', 'feature_request.md']",kataras_iris,kataras,"bug_report.md,custom.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
Python, Python Development Workflow for Humans.,True,23818,['PULL_REQUEST_TEMPLATE.md'],"['Bug_report.md', 'Custom.md', 'Feature_request.md']",pypa_pipenv,pypa,"Bug_report.md,Custom.md,Feature_request.md",PULL_REQUEST_TEMPLATE.md
JavaScript,"Swagger UI is a collection of HTML, JavaScript, and CSS assets that dynamically generate beautiful documentation from a Swagger-compliant API.",True,23817,['pull_request_template.md'],"['Bug_report.md', 'Feature_request.md', 'Support.md']",swagger-api_swagger-ui,swagger-api,"Bug_report.md,Feature_request.md,Support.md",pull_request_template.md
Java,":fire: Seata is an easy-to-use, high-performance, open source distributed transaction solution.",True,23695,['PULL_REQUEST_TEMPLATE.md'],"['BUG_REPORT.md', 'FEATURE_REQUEST.md']",seata_seata,seata,"BUG_REPORT.md,FEATURE_REQUEST.md",PULL_REQUEST_TEMPLATE.md
JavaScript,"A simple HTML5, YouTube and Vimeo player",False,23632,['pull_request_template.md'],"['bug.md', 'feature.md', 'improvement.md']",sampotts_plyr,sampotts,"bug.md,feature.md,improvement.md",pull_request_template.md
Python,The OWASP Cheat Sheet Series was created to provide a concise collection of high value information on specific application security topics.,False,23623,['pull_request_template.md'],"['new_cheatsheet_proposal.md', 'update_cheatsheet_proposal.md']",OWASP_CheatSheetSeries,OWASP,"new_cheatsheet_proposal.md,update_cheatsheet_proposal.md",pull_request_template.md
TypeScript,Cross-Platform React Native UI Toolkit,False,23605,['PULL_REQUEST_TEMPLATE.md'],['feature-request.md'],react-native-elements_react-native-elements,react-native-elements,feature-request.md,PULL_REQUEST_TEMPLATE.md
Rust,A refreshingly simple data-driven game engine built in Rust,False,23597,['pull_request_template.md'],"['bug_report.md', 'docs_improvement.md', 'feature_request.md', 'performance_regression.md']",bevyengine_bevy,bevyengine,"bug_report.md,docs_improvement.md,feature_request.md,performance_regression.md",pull_request_template.md
Java,A private messenger for Android.,True,23589,['PULL_REQUEST_TEMPLATE.md'],['bug_report.md'],signalapp_Signal-Android,signalapp,bug_report.md,PULL_REQUEST_TEMPLATE.md
Kotlin,BRVAH:Powerful and flexible RecyclerAdapter,True,23533,['pull_request_template.md'],['bug_report.md'],CymChad_BaseRecyclerViewAdapterHelper,CymChad,bug_report.md,pull_request_template.md
JavaScript,前端面试每日 3+1，以面试题来驱动学习，提倡每日学习与思考，每天进步一点！每天早上5点纯手工发布面试题（死磕自己，愉悦大家），6000+道前端面试题全面覆盖，HTML/CSS/JavaScript/Vue/React/Nodejs/TypeScript/ECMAScritpt/Webpack/Jquery/小程序/软技能……,True,23466,['PULL_REQUEST_TEMPLATE.md'],"['--------.md', 'angularjs.md', 'css-----.md', 'es6.md', 'html-----.md', 'jquery.md', 'js-----.md', 'nodejs.md', 'other-issue-template.md', 'react.md', 'vue.md', 'wxapp.md']",haizlin_fe-interview,haizlin,"--------.md,angularjs.md,css-----.md,es6.md,html-----.md,jquery.md,js-----.md,nodejs.md,other-issue-template.md,react.md,vue.md,wxapp.md",PULL_REQUEST_TEMPLATE.md
JavaScript,Next-generation ES module bundler,True,23389,['PULL_REQUEST_TEMPLATE.md'],['SUPPORT.md'],rollup_rollup,rollup,SUPPORT.md,PULL_REQUEST_TEMPLATE.md
JavaScript,🃏 A magical documentation site generator.,True,23380,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",docsifyjs_docsify,docsifyjs,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
TypeScript,✍ It has never been so easy to document your things!,False,23255,['PULL_REQUEST_TEMPLATE.md'],"['---bug-report.md', '---feature-request.md', '---support-question.md']",doczjs_docz,doczjs,"---bug-report.md,---feature-request.md,---support-question.md",PULL_REQUEST_TEMPLATE.md
Python,"Make Your Company Data Driven. Connect to any data source, easily visualize, dashboard and share your data.",False,23098,['PULL_REQUEST_TEMPLATE.md'],"['---bug_report.md', '--anything_else.md']",getredash_redash,getredash,"---bug_report.md,--anything_else.md",PULL_REQUEST_TEMPLATE.md
Go,Lightweight Kubernetes,True,23000,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'cut_release.md', 'feature_request.md']",k3s-io_k3s,k3s-io,"bug_report.md,cut_release.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
C++,Productive & portable high-performance programming in Python.,True,22990,['pull_request_template.md'],"['bug_report.md', 'document.md', 'feature_request.md', 'question.md']",taichi-dev_taichi,taichi-dev,"bug_report.md,document.md,feature_request.md,question.md",pull_request_template.md
JavaScript,"A set of small, responsive CSS modules that you can use in every web project.",False,22982,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",pure-css_pure,pure-css,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
Swift,💧 A server-side Swift HTTP web framework.,False,22776,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",vapor_vapor,vapor,"bug_report.md,feature_request.md",pull_request_template.md
Python,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",True,22751,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",nicolargo_glances,nicolargo,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
